id,theme,paragraph
1534,Arnold_Schwarzenegger,"Schwarzenegger has consulted an attorney, Bob Kaufman. Kaufman has earlier handled divorce cases for celebrities such as Jennifer Aniston and Reese Witherspoon. Schwarzenegger will keep the Brentwood home as part of their divorce settlement and Shriver has purchased a new home nearby so that the children may travel easily between their parents' homes. They will share custody of the two minor children. Schwarzenegger came under fire after the initial petition did not include spousal support and a reimbursement of attorney's fees. However, he claims this was not intentional and that he signed the initial documents without having properly read them. Schwarzenegger has filed amended divorce papers remedying this."
1535,Arnold_Schwarzenegger,"After the scandal, actress Brigitte Nielsen came forward and stated that she too had an affair with Schwarzenegger while he was in a relationship with Shriver, saying, ""Maybe I wouldn't have got into it if he said 'I'm going to marry Maria' and this is dead serious, but he didn't, and our affair carried on."" When asked in 2014 ""Of all the things you are famous for … which are you least proud of?"", Schwarzenegger replied ""I'm least proud of the mistakes I made that caused my family pain and split us up""."
1536,Arnold_Schwarzenegger,"Schwarzenegger was born with a bicuspid aortic valve, an aortic valve with only two leaflets (a normal aortic valve has three leaflets). Schwarzenegger opted in 1997 for a replacement heart valve made of his own transplanted tissue; medical experts predicted he would require heart valve replacement surgery in the following two to eight years as his valve would progressively degrade. Schwarzenegger apparently opted against a mechanical valve, the only permanent solution available at the time of his surgery, because it would have sharply limited his physical activity and capacity to exercise."
1537,Arnold_Schwarzenegger,"On January 8, 2006, while Schwarzenegger was riding his Harley Davidson motorcycle in Los Angeles, with his son Patrick in the sidecar, another driver backed into the street he was riding on, causing him and his son to collide with the car at a low speed. While his son and the other driver were unharmed, the governor sustained a minor injury to his lip, requiring 15 stitches. ""No citations were issued"", said Officer Jason Lee, a Los Angeles Police Department spokesman. Schwarzenegger did not obtain his motorcycle license until July 3, 2006."
1538,Arnold_Schwarzenegger,"Schwarzenegger tripped over his ski pole and broke his right femur while skiing in Sun Valley, Idaho, with his family on December 23, 2006. On December 26, 2006, he underwent a 90-minute operation in which cables and screws were used to wire the broken bone back together. He was released from the St. John's Health Center on December 30, 2006."
1539,Arnold_Schwarzenegger,"Schwarzenegger's private jet made an emergency landing at Van Nuys Airport on June 19, 2009, after the pilot reported smoke coming from the cockpit, according to a statement released by the governor's press secretary. No one was harmed in the incident."
1540,Arnold_Schwarzenegger,"Schwarzenegger's official height of 6'2"" (1.88 m) has been brought into question by several articles. In his bodybuilding days in the late 1960s, he was measured to be 6'1.5"" (1.87 m), a height confirmed by his fellow bodybuilders. However, in 1988 both the Daily Mail and Time Out magazine mentioned that Schwarzenegger appeared noticeably shorter. Prior to running for Governor, Schwarzenegger's height was once again questioned in an article by the Chicago Reader. As Governor, Schwarzenegger engaged in a light-hearted exchange with Assemblyman Herb Wesson over their heights. At one point, Wesson made an unsuccessful attempt to, in his own words, ""settle this once and for all and find out how tall he is"" by using a tailor's tape measure on the Governor. Schwarzenegger retaliated by placing a pillow stitched with the words ""Need a lift?"" on the five-foot-five inch (165 cm) Wesson's chair before a negotiating session in his office. Bob Mulholland also claimed Schwarzenegger was 5'10"" (1.78 m) and that he wore risers in his boots. In 1999, Men's Health magazine stated his height was 5'10""."
1541,Arnold_Schwarzenegger,"Schwarzenegger's autobiography, Total Recall, was released in October 2012. He devotes one chapter called ""The Secret"" to his extramarital affair. The majority of his book is about his successes in the three major chapters in his life: bodybuilder, actor, and Governor of California."
1542,Arnold_Schwarzenegger,"Schwarzenegger was the first civilian to purchase a Humvee. He was so enamored by the vehicle that he lobbied the Humvee's manufacturer, AM General, to produce a street-legal, civilian version, which they did in 1992; the first two Hummers they sold were also purchased by Schwarzenegger."
1543,Arnold_Schwarzenegger,"He was in the news in 2014 for buying a rare Bugatti Veyron Grand Sport Vitesse. He was spotted and filmed in 2015 Summer in his car, silver painted with bright aluminium forged wheels. Schwarzenegger's Bugatti has its interior adorned in dark brown leather."
1544,Arnold_Schwarzenegger,"The Hummers that Schwarzenegger bought 1992 are so large – each weighs 6,300 lb (2,900 kg) and is 7 feet (2.1 m) wide – that they are classified as large trucks, and U.S. fuel economy regulations do not apply to them. During the gubernatorial recall campaign he announced that he would convert one of his Hummers to burn hydrogen. The conversion was reported to have cost about US$21,000. After the election, he signed an executive order to jump-start the building of hydrogen refueling plants called the California Hydrogen Highway Network, and gained a U.S. Department of Energy grant to help pay for its projected US$91,000,000 cost. California took delivery of the first H2H (Hydrogen Hummer) in October 2004."
